,geo_accession,Prediction_Result,Actual_in_Top_3,Actual,Top_Predictions,Disease_Name
2031,GSM5149387,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(54.33, 'INFLUENZA, HUMAN'), (45.09, 'RNA VIRUS INFECTIONS'), (0.46, 'CONTROL - PLASMA')]",INFLUENZA
2032,GSM5149387,Correct,Yes,"INFLUENZA, HUMAN","[(54.33, 'INFLUENZA, HUMAN'), (45.09, 'RNA VIRUS INFECTIONS'), (0.46, 'CONTROL - PLASMA')]",INFLUENZA
2033,GSM2092950,Correct,Yes,CONTROL - BLOOD,"[(99.9, 'CONTROL - BLOOD'), (0.04, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",TUBERCULOSIS
2034,GSM5149389,Correct,Yes,"INFLUENZA, HUMAN","[(50.56, 'INFLUENZA, HUMAN'), (48.03, 'RNA VIRUS INFECTIONS'), (1.3, 'CONTROL - PLASMA')]",INFLUENZA
2035,GSM5149390,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2036,GSM5149394,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2037,GSM5149397,Correct,Yes,"INFLUENZA, HUMAN","[(53.23, 'INFLUENZA, HUMAN'), (45.9, 'RNA VIRUS INFECTIONS'), (0.77, 'CONTROL - PLASMA')]",INFLUENZA
2038,GSM5149398,Correct,Yes,CONTROL - BLOOD,"[(99.9, 'CONTROL - BLOOD'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2039,GSM5149400,Correct,Yes,CONTROL - BLOOD,"[(99.89, 'CONTROL - BLOOD'), (0.05, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",INFLUENZA
2040,GSM5149401,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(56.94, 'INFLUENZA, HUMAN'), (42.59, 'RNA VIRUS INFECTIONS'), (0.37, 'CONTROL - PLASMA')]",INFLUENZA
2041,GSM5149402,Correct,Yes,CONTROL - BLOOD,"[(99.91, 'CONTROL - BLOOD'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2042,GSM5149403,Correct,Yes,"INFLUENZA, HUMAN","[(57.17, 'INFLUENZA, HUMAN'), (42.49, 'RNA VIRUS INFECTIONS'), (0.2, 'CONTROL - PLASMA')]",INFLUENZA
2043,GSM5149403,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(57.17, 'INFLUENZA, HUMAN'), (42.49, 'RNA VIRUS INFECTIONS'), (0.2, 'CONTROL - PLASMA')]",INFLUENZA
2044,GSM5149405,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(64.4, 'INFLUENZA, HUMAN'), (35.37, 'RNA VIRUS INFECTIONS'), (0.13, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",INFLUENZA
2045,GSM5149405,Correct,Yes,"INFLUENZA, HUMAN","[(64.4, 'INFLUENZA, HUMAN'), (35.37, 'RNA VIRUS INFECTIONS'), (0.13, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",INFLUENZA
2046,GSM5149406,Correct,Yes,CONTROL - BLOOD,"[(99.87, 'CONTROL - BLOOD'), (0.06, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",INFLUENZA
2047,GSM5149409,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(58.55, 'INFLUENZA, HUMAN'), (41.09, 'RNA VIRUS INFECTIONS'), (0.24, 'CONTROL - PLASMA')]",INFLUENZA
2048,GSM5149412,Correct,Yes,CONTROL - BLOOD,"[(99.91, 'CONTROL - BLOOD'), (0.06, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2049,GSM5149415,Correct,Yes,"INFLUENZA, HUMAN","[(55.94, 'INFLUENZA, HUMAN'), (43.72, 'RNA VIRUS INFECTIONS'), (0.21, 'CONTROL - PLASMA')]",INFLUENZA
2050,GSM5149417,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(57.44, 'INFLUENZA, HUMAN'), (42.25, 'RNA VIRUS INFECTIONS'), (0.18, 'CONTROL - PLASMA')]",INFLUENZA
2051,GSM5149418,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2052,GSM5149429,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(52.6, 'INFLUENZA, HUMAN'), (42.12, 'RNA VIRUS INFECTIONS'), (5.14, 'CONTROL - PLASMA')]",INFLUENZA
2053,GSM5149432,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",INFLUENZA
2054,GSM5149436,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2055,GSM5149437,Correct,Yes,"INFLUENZA, HUMAN","[(57.95, 'INFLUENZA, HUMAN'), (41.75, 'RNA VIRUS INFECTIONS'), (0.15, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",INFLUENZA
2056,GSM5149438,Correct,Yes,CONTROL - BLOOD,"[(99.98, 'CONTROL - BLOOD'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2057,GSM5149439,Correct,Yes,"INFLUENZA, HUMAN","[(56.48, 'INFLUENZA, HUMAN'), (43.17, 'RNA VIRUS INFECTIONS'), (0.2, 'CONTROL - PLASMA')]",INFLUENZA
2058,GSM5149441,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(66.81, 'INFLUENZA, HUMAN'), (32.96, 'RNA VIRUS INFECTIONS'), (0.13, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",INFLUENZA
2059,GSM5149443,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(59.99, 'INFLUENZA, HUMAN'), (39.72, 'RNA VIRUS INFECTIONS'), (0.16, 'CONTROL - PLASMA')]",INFLUENZA
2060,GSM5149445,Correct,Yes,"INFLUENZA, HUMAN","[(60.98, 'INFLUENZA, HUMAN'), (38.74, 'RNA VIRUS INFECTIONS'), (0.15, 'CONTROL - PLASMA')]",INFLUENZA
2061,GSM5149445,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(60.98, 'INFLUENZA, HUMAN'), (38.74, 'RNA VIRUS INFECTIONS'), (0.15, 'CONTROL - PLASMA')]",INFLUENZA
2062,GSM5149446,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2063,GSM5149447,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(56.81, 'INFLUENZA, HUMAN'), (42.85, 'RNA VIRUS INFECTIONS'), (0.18, 'CONTROL - PLASMA')]",INFLUENZA
2064,GSM5149448,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2065,GSM5149451,Incorrect,Yes,RNA VIRUS INFECTIONS,"[(61.88, 'INFLUENZA, HUMAN'), (37.86, 'RNA VIRUS INFECTIONS'), (0.14, 'CONTROL - PLASMA')]",INFLUENZA
2066,GSM5149452,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INFLUENZA
2067,GSM5176195,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",RHEUMATOID ARTHRITIS
2068,GSM5239696,Correct,Yes,CONTROL - BLOOD,"[(99.89, 'CONTROL - BLOOD'), (0.06, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",RELAPSING-REMITTING MULTIPLE SCLEROSIS
2069,GSM5239698,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",RELAPSING-REMITTING MULTIPLE SCLEROSIS
2070,GSM5256795,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MALARIA
2071,GSM5256815,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MALARIA
2072,GSM5256820,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MALARIA
2073,GSM5256833,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MALARIA
2074,GSM2092962,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",TUBERCULOSIS
2075,GSM5256886,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",MALARIA
2076,GSM5256911,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",MALARIA
2077,GSM2092963,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",TUBERCULOSIS
2078,GSM5256930,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MALARIA
2079,GSM5272857,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",PRIMARY SJOGREN SYNDROME
2080,GSM5272860,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",PRIMARY SJOGREN SYNDROME
2081,GSM5272861,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",PRIMARY SJOGREN SYNDROME
2082,GSM5272862,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",PRIMARY SJOGREN SYNDROME
2083,GSM5272863,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",PRIMARY SJOGREN SYNDROME
2084,GSM5272869,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",PRIMARY SJOGREN SYNDROME
2085,GSM5273461,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",PRIMARY SJOGREN SYNDROME
2086,GSM2092966,Correct,Yes,BACTERIAL INFECTIONS,"[(99.85, 'BACTERIAL INFECTIONS'), (0.14, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",TUBERCULOSIS
2087,GSM5273468,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",PRIMARY SJOGREN SYNDROME
2088,GSM5278562,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MULTIPLE SCLEROSIS
2089,GSM2092967,Correct,Yes,BACTERIAL INFECTIONS,"[(99.38, 'BACTERIAL INFECTIONS'), (0.51, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.05, 'MYCOSES')]",TUBERCULOSIS
2090,GSM5278568,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",MULTIPLE SCLEROSIS
2091,GSM5278571,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MULTIPLE SCLEROSIS
2092,GSM5291346,Correct,Yes,LUNG NEOPLASMS,"[(99.93, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'LUNG DISEASES')]",LUNG CANCER
2093,GSM2092968,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",TUBERCULOSIS
2094,GSM5291355,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",LUNG CANCER
2095,GSM5291361,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",LUNG CANCER
2096,GSM5291362,Correct,Yes,LUNG NEOPLASMS,"[(99.83, 'LUNG NEOPLASMS'), (0.12, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.05, 'LUNG DISEASES')]",LUNG CANCER
2097,GSM5291364,Correct,Yes,LUNG NEOPLASMS,"[(99.88, 'LUNG NEOPLASMS'), (0.11, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",LUNG CANCER
2098,GSM5291366,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",LUNG CANCER
2099,GSM5291368,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'LUNG DISEASES'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",LUNG CANCER
2100,GSM5291371,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",LUNG CANCER
2101,GSM5291373,Correct,Yes,LUNG NEOPLASMS,"[(99.79, 'LUNG NEOPLASMS'), (0.19, 'LUNG DISEASES'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",LUNG CANCER
2102,GSM5291376,Correct,Yes,LUNG NEOPLASMS,"[(99.86, 'LUNG NEOPLASMS'), (0.08, 'LUNG DISEASES'), (0.06, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",LUNG CANCER
2103,GSM2092972,Correct,Yes,CONTROL - BLOOD,"[(99.91, 'CONTROL - BLOOD'), (0.04, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",TUBERCULOSIS
2104,GSM5291511,Correct,Yes,CONTROL - PLASMA,"[(99.98, 'CONTROL - PLASMA'), (0.01, 'SEPSIS'), (0.0, 'CONTROL - WHITE BLOOD CELLS')]",LUNG CANCER
2105,GSM5291513,Correct,Yes,CONTROL - PLASMA,"[(99.99, 'CONTROL - PLASMA'), (0.0, 'RNA VIRUS INFECTIONS'), (0.0, 'SEPSIS')]",LUNG CANCER
2106,GSM5291525,Correct,Yes,CONTROL - PLASMA,"[(99.99, 'CONTROL - PLASMA'), (0.0, 'PNEUMONIA'), (0.0, 'CONTROL - WHITE BLOOD CELLS')]",LUNG CANCER
2107,GSM5291526,Correct,Yes,CONTROL - PLASMA,"[(99.98, 'CONTROL - PLASMA'), (0.0, 'PNEUMONIA'), (0.0, 'CONTROL - WHITE BLOOD CELLS')]",LUNG CANCER
2108,GSM5291528,Correct,Yes,CONTROL - PLASMA,"[(99.99, 'CONTROL - PLASMA'), (0.0, 'PNEUMONIA'), (0.0, 'SEPSIS')]",LUNG CANCER
2109,GSM5291529,Correct,Yes,CONTROL - PLASMA,"[(99.99, 'CONTROL - PLASMA'), (0.0, 'CONTROL - WHITE BLOOD CELLS'), (0.0, 'PNEUMONIA')]",LUNG CANCER
2110,GSM5291530,Correct,Yes,CONTROL - PLASMA,"[(99.98, 'CONTROL - PLASMA'), (0.01, 'SEPSIS'), (0.01, 'CONTROL - WHITE BLOOD CELLS')]",LUNG CANCER
2111,GSM5291531,Correct,Yes,CONTROL - PLASMA,"[(99.99, 'CONTROL - PLASMA'), (0.0, 'PNEUMONIA'), (0.0, 'RNA VIRUS INFECTIONS')]",LUNG CANCER
2112,GSM5291533,Correct,Yes,CONTROL - PLASMA,"[(99.96, 'CONTROL - PLASMA'), (0.02, 'SEPSIS'), (0.01, 'PNEUMONIA')]",LUNG CANCER
2113,GSM5291534,Correct,Yes,CONTROL - PLASMA,"[(99.9, 'CONTROL - PLASMA'), (0.03, 'SEPSIS'), (0.02, 'PNEUMONIA')]",LUNG CANCER
2114,GSM2092975,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",TUBERCULOSIS
2115,GSM5291542,Correct,Yes,CONTROL - PLASMA,"[(99.97, 'CONTROL - PLASMA'), (0.01, 'SEPSIS'), (0.01, 'CONTROL - NASAL POLYP')]",LUNG CANCER
2116,GSM5328845,Incorrect,Yes,MYCOSES,"[(46.02, 'LUNG DISEASES, FUNGAL'), (37.26, 'MYCOSES'), (6.22, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2117,GSM5328846,Correct,Yes,"LUNG DISEASES, FUNGAL","[(43.12, 'LUNG DISEASES, FUNGAL'), (32.54, 'MYCOSES'), (12.9, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2118,GSM5328848,Correct,Yes,"LUNG DISEASES, FUNGAL","[(44.6, 'LUNG DISEASES, FUNGAL'), (37.26, 'MYCOSES'), (8.07, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2119,GSM5328849,Incorrect,Yes,"LUNG DISEASES, FUNGAL","[(47.73, 'MYCOSES'), (43.32, 'LUNG DISEASES, FUNGAL'), (2.16, 'SHOCK, SEPTIC')]",INVASIVE ASPERGILLOSIS
2120,GSM5328849,Correct,Yes,MYCOSES,"[(47.73, 'MYCOSES'), (43.32, 'LUNG DISEASES, FUNGAL'), (2.16, 'SHOCK, SEPTIC')]",INVASIVE ASPERGILLOSIS
2121,GSM2092977,Correct,Yes,CONTROL - BLOOD,"[(99.87, 'CONTROL - BLOOD'), (0.06, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",TUBERCULOSIS
2122,GSM5328851,Incorrect,Yes,"LUNG DISEASES, FUNGAL","[(50.95, 'MYCOSES'), (41.95, 'LUNG DISEASES, FUNGAL'), (1.71, 'SHOCK, SEPTIC')]",INVASIVE ASPERGILLOSIS
2123,GSM5328851,Correct,Yes,MYCOSES,"[(50.95, 'MYCOSES'), (41.95, 'LUNG DISEASES, FUNGAL'), (1.71, 'SHOCK, SEPTIC')]",INVASIVE ASPERGILLOSIS
2124,GSM5328853,Correct,Yes,MYCOSES,"[(48.78, 'MYCOSES'), (42.03, 'LUNG DISEASES, FUNGAL'), (2.79, 'SHOCK, SEPTIC')]",INVASIVE ASPERGILLOSIS
2125,GSM5328853,Incorrect,Yes,"LUNG DISEASES, FUNGAL","[(48.78, 'MYCOSES'), (42.03, 'LUNG DISEASES, FUNGAL'), (2.79, 'SHOCK, SEPTIC')]",INVASIVE ASPERGILLOSIS
2126,GSM5328858,Correct,Yes,CONTROL - BLOOD,"[(99.89, 'CONTROL - BLOOD'), (0.06, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",INVASIVE ASPERGILLOSIS
2127,GSM5328862,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INVASIVE ASPERGILLOSIS
2128,GSM5328867,Incorrect,Yes,MYCOSES,"[(45.58, 'LUNG DISEASES, FUNGAL'), (35.44, 'MYCOSES'), (7.61, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2129,GSM5328868,Correct,Yes,"LUNG DISEASES, FUNGAL","[(45.67, 'LUNG DISEASES, FUNGAL'), (34.25, 'MYCOSES'), (7.42, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2130,GSM5328869,Correct,Yes,"LUNG DISEASES, FUNGAL","[(45.83, 'LUNG DISEASES, FUNGAL'), (42.96, 'MYCOSES'), (3.75, 'CONTROL - NASAL POLYP')]",INVASIVE ASPERGILLOSIS
2131,GSM5328871,Incorrect,Yes,MYCOSES,"[(40.82, 'LUNG DISEASES, FUNGAL'), (29.37, 'MYCOSES'), (17.31, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2132,GSM5328873,Incorrect,Yes,MYCOSES,"[(36.49, 'SEPSIS'), (30.15, 'LUNG DISEASES, FUNGAL'), (18.97, 'MYCOSES')]",INVASIVE ASPERGILLOSIS
2133,GSM5328873,Incorrect,Yes,"LUNG DISEASES, FUNGAL","[(36.49, 'SEPSIS'), (30.15, 'LUNG DISEASES, FUNGAL'), (18.97, 'MYCOSES')]",INVASIVE ASPERGILLOSIS
2134,GSM5328876,Incorrect,Yes,MYCOSES,"[(45.54, 'LUNG DISEASES, FUNGAL'), (32.82, 'MYCOSES'), (8.32, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2135,GSM2092982,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",TUBERCULOSIS
2136,GSM5328883,Incorrect,Yes,MYCOSES,"[(46.47, 'LUNG DISEASES, FUNGAL'), (39.22, 'MYCOSES'), (3.84, 'CONTROL - NASAL POLYP')]",INVASIVE ASPERGILLOSIS
2137,GSM5328883,Correct,Yes,"LUNG DISEASES, FUNGAL","[(46.47, 'LUNG DISEASES, FUNGAL'), (39.22, 'MYCOSES'), (3.84, 'CONTROL - NASAL POLYP')]",INVASIVE ASPERGILLOSIS
2138,GSM5328886,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INVASIVE ASPERGILLOSIS
2139,GSM2092983,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",TUBERCULOSIS
2140,GSM5328887,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",INVASIVE ASPERGILLOSIS
2141,GSM5328890,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",INVASIVE ASPERGILLOSIS
2142,GSM5328895,Incorrect,Yes,MYCOSES,"[(40.19, 'LUNG DISEASES, FUNGAL'), (31.06, 'MYCOSES'), (16.52, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
2143,GSM5328897,Incorrect,Yes,"LUNG DISEASES, FUNGAL","[(45.23, 'MYCOSES'), (44.92, 'LUNG DISEASES, FUNGAL'), (2.35, 'CONTROL - NASAL POLYP')]",INVASIVE ASPERGILLOSIS
2144,GSM5328897,Correct,Yes,MYCOSES,"[(45.23, 'MYCOSES'), (44.92, 'LUNG DISEASES, FUNGAL'), (2.35, 'CONTROL - NASAL POLYP')]",INVASIVE ASPERGILLOSIS
2145,GSM5328898,Correct,Yes,"LUNG DISEASES, FUNGAL","[(46.34, 'LUNG DISEASES, FUNGAL'), (40.86, 'MYCOSES'), (3.36, 'SEPSIS')]",INVASIVE ASPERGILLOSIS
