"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA08973","Lung Squamous Cell Carcinoma","Null","TCGA","RNA-Seq","Homo sapiens","1000"
"DSA09089","Asthma","Airway smooth muscle","GEO","Microarray","Mus musculus","0"
"DSA09159","Cystic Fibrosis","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09160","Cystic Fibrosis","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09168","Tumor of Lung","Lung","GEO","Microarray","Mus musculus","1000"
"DSA09173","Vascular Abnormalities","Femoral artery","GEO","Microarray","Mus musculus","1000"
"DSA09195","H1N1 Influenza","Lung","GEO","Microarray","Mus musculus","51"
"DSA09196","H1N1 Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA09197","H1N1 Influenza","Lung","GEO","Microarray","Mus musculus","813"
"DSA09198","H1N1 Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA09268","Asthma","Lung","GEO","Microarray","Homo sapiens","0"
"DSA09283","Lung Injury","Lung","GEO","Microarray","Mus musculus","5"
"DSA09291","Pneumonia","Liver","GEO","Microarray","Mus musculus","1000"
"DSA09292","Pneumonia","Liver","GEO","Microarray","Mus musculus","136"
"DSA09347","Allergic Asthma","Blood","GEO","RNA-Seq","Homo sapiens","11"
"DSA09348","Allergic Asthma","Blood","GEO","RNA-Seq","Homo sapiens","90"
"DSA09401","Asthma","Bronchus","GEO","Microarray","Homo sapiens","116"
"DSA09402","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA09403","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA09407","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","584"
"DSA09412","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA09413","Chronic Obstructive Pulmonary Disease","Sputum","GEO","Microarray","Homo sapiens","1000"
"DSA09425","Asthma","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA09426","Asthma","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA09427","Tracheoesophageal Fistula","Null","GEO","Microarray","Homo sapiens","697"
"DSA09428","Tracheoesophageal Fistula","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09429","Tracheoesophageal Fistula","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09442","Allergic Disorder of Respiratory System","Airway macrophages","GEO","RNA-Seq","Mus musculus","1000"
"DSA09461","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","0"
"DSA09477","Non-Small Cell Lung Cancer","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA09511","Chronic Obstructive Pulmonary Disease","Airway epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA09512","Chronic Obstructive Pulmonary Disease","Airway epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA09521","Malignant Pleural Mesothelioma","Pleura","GEO","Microarray","Homo sapiens","1000"
"DSA09556","Granulomatosis With Polyangiitis","Anterior orbit","GEO","Microarray","Homo sapiens","1000"
"DSA09615","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","2"
"DSA09616","Chronic Obstructive Pulmonary Disease","Diaphragm","GEO","Microarray","Homo sapiens","0"
"DSA09617","Lung Tumor","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA09629","Spinal Muscular Atrophy With Respiratory Distress Type 1","Lumbar spinal cord","GEO","Microarray","Mus musculus","180"
"DSA09630","Squamous Cell Lung Carcinoma","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA09657","Abnormality of The Pulmonary Veins","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA09715","Chronic Obstructive Pulmonary Disease","Total leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA09735","Granulomatosis With Polyangiitis","Primary t-cells","GEO","Microarray","Homo sapiens","743"
"DSA09736","Granulomatosis With Polyangiitis","Primary t-cells","GEO","Microarray","Homo sapiens","17"
"DSA09737","Granulomatosis With Polyangiitis","Primary t-cells","GEO","Microarray","Homo sapiens","233"
"DSA09753","Chronic Obstructive Pulmonary Disease","Whole blood","GEO","Microarray","Homo sapiens","2"
"DSA09754","Chronic Obstructive Pulmonary Disease","Whole blood","GEO","Microarray","Homo sapiens","141"
"DSA09755","Chronic Obstructive Pulmonary Disease","Whole blood","GEO","Microarray","Homo sapiens","109"
"DSA09756","Chronic Obstructive Pulmonary Disease","Blood","GEO","Microarray","Homo sapiens","0"
"DSA09757","Chronic Obstructive Pulmonary Disease","Blood","GEO","Microarray","Homo sapiens","34"
"DSA09758","Chronic Obstructive Pulmonary Disease","Blood","GEO","Microarray","Homo sapiens","0"
"DSA09769","Chronic Obstructive Pulmonary Disease","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09807","Influenza A (H1N1)","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09829","Influenza","Brain","GEO","snRNA-Seq","Homo sapiens","1000"
"DSA09831","Influenza","Brain","GEO","snRNA-Seq","Homo sapiens","1000"
"DSA09833","Pitt-Hopkins Syndrome","Neural progenitor cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09834","Pitt-Hopkins Syndrome","Induced pluripotent stem cell-derived brain organoids","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09866","Community Acquired Pneumonia","CD14+ monocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09867","Community Acquired Pneumonia","CD14+ monocytes","GEO","RNA-Seq","Homo sapiens","61"
"DSA09873","Interstitial Lung Disease","HEK293","GEO","Microarray","Homo sapiens","0"
"DSA09874","Interstitial Lung Disease","HEK293","GEO","Microarray","Homo sapiens","484"
"DSA09894","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","86"
"DSA09900","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","176"
"DSA09903","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA09904","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Mus musculus","411"
"DSA09907","Influenza","Whole blood","GEO","RNA-Seq","Homo sapiens","858"
"DSA09943","Ciliopathy","IPS cells","GEO","RNA-Seq","Homo sapiens","368"
"DSA09976","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09977","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","2"
"DSA09978","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09979","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09980","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09981","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09982","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09983","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09984","Influenza","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09985","Chronic Obstructive Pulmonary Disease","Bronchus","GEO","Microarray","Homo sapiens","1000"
"DSA10058","Influenza","Flu-infected_NK cells","GEO","RNA-Seq","Mus musculus","0"
"DSA10059","Influenza","Flu-infected_NK cells","GEO","RNA-Seq","Mus musculus","1000"
"DSA10077","Asthma","Lung","GEO","scRNA-Seq","Mus musculus","111"
"DSA10089","Asthma","Bronchia","GEO","RNA-Seq","Homo sapiens","0"
"DSA10090","Asthma","Bronchia","GEO","RNA-Seq","Homo sapiens","0"
"DSA10102","Idiopathic Pulmonary Fibrosis","Fibroblasts","GEO","RNA-Seq","Homo sapiens","935"
"DSA10121","Lung Cancer","Lung","GEO","RNA-Seq","Homo sapiens","0"
"DSA10159","Pulmonary Arterial Hypertension","Conventional dendritic cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA10237","Interstitial Lung Disease","Lung","GEO","Microarray","Homo sapiens","124"
"DSA10241","Pulmonary Hypertension","Peripheral blood cells","GEO","Microarray","Homo sapiens","0"
"DSA10244","Non-Small Cell Lung Cancer","Fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA10254","Lung Tumor","Lung","GEO","Microarray","Homo sapiens","1000"
