"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA05658","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA05659","Follicular Lymphoma","Peripheral blood","GEO","Microarray","Homo sapiens","475"
"DSA05660","Malt Lymphoma","Peripheral blood","GEO","Microarray","Homo sapiens","69"
"DSA05661","Monoclonal Gammopathy of Undetermined Significance","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05665","Allergic Rhinitis","Mucosa","GEO","Microarray","Homo sapiens","0"
"DSA05668","Rheumatoid Arthritis","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA05686","Chronic Graft-Versus-Host Disease","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05687","Chronic Graft-Versus-Host Disease","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05688","Common Variable Immunodeficiency","Duodenum","GEO","Microarray","Homo sapiens","0"
"DSA05706","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05707","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05708","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05709","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05710","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","2"
"DSA05711","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","3"
"DSA05712","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05729","Systemic Lupus Erythematosus","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA05730","Systemic Lupus Erythematosus","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","4"
"DSA05732","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","0"
"DSA05733","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","0"
"DSA05734","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","0"
"DSA05735","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","2"
"DSA05751","Lymphoma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA05752","Lymphoma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA05753","Lymphoma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA05754","Lymphoma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA05764","Multifocal Motor Neuropathy","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
"DSA05775","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05776","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05778","Juvenile Idiopathic Arthritis","Peripheral blood","GEO","Microarray","Homo sapiens","101"
"DSA05780","T-Cell Acute Lymphoblastic Leukemia","Pediatric T-ALL cells","GEO","Microarray","Homo sapiens","1000"
"DSA05788","Lupus","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05789","Lupus","Peripheral blood","GEO","Microarray","Homo sapiens","352"
"DSA05804","Systemic Lupus Erythematosus","Neutrophils","GEO","Microarray","Homo sapiens","1000"
"DSA05842","Chronic Lymphocytic Leukemia","T-Cells","GEO","Microarray","Homo sapiens","0"
"DSA05843","Multiple Myeloma","T-Cells","GEO","Microarray","Homo sapiens","0"
"DSA05844","HIV-Associated Neurocognitive Disorder","Brain","GEO","Microarray","Homo sapiens","1000"
"DSA05852","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Blood","GEO","Microarray","Homo sapiens","146"
"DSA05853","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Blood","GEO","Microarray","Homo sapiens","0"
"DSA05870","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","8"
"DSA05871","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","29"
"DSA05902","Rheumatoid Arthritis","Synovial fibroblasts","GEO","Microarray","Homo sapiens","7"
"DSA05903","Rheumatoid Arthritis","Synovial fibroblasts","GEO","Microarray","Homo sapiens","54"
"DSA06043","Chronic Lymphocytic Leukemia","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06074","IgG4-Related Disease","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","13"
"DSA06078","Relapsing-Remitting Multiple Sclerosis","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06082","Multiple Sclerosis","CD4+ T cells","GEO","RNA-Seq","Homo sapiens","648"
"DSA06087","Multiple Sclerosis","Null","GEO","Microarray","Homo sapiens","92"
"DSA06088","Multiple Sclerosis","Null","GEO","Microarray","Homo sapiens","18"
"DSA06089","Multiple Sclerosis","CD14+ Monocytes","GEO","Microarray","Homo sapiens","118"
"DSA06095","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","45"
"DSA06101","Asthma","Airway epithelium","GEO","Microarray","Homo sapiens","82"
"DSA06102","Asthma","Airway epithelium","GEO","Microarray","Homo sapiens","1000"
"DSA06110","Chronic Lymphocytic Leukemia","CD19+ cells","GEO","Microarray","Homo sapiens","1000"
"DSA06147","Rheumatoid Arthritis","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA06162","Anaphylaxis","Peripheral blood","GEO","Microarray","Homo sapiens","327"
"DSA06163","Anaphylaxis","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA06187","HIV Infection","CD34+ hematopoietic stem cells","GEO","Microarray","Homo sapiens","0"
"DSA06192","Asthma","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06193","Asthma","Blood","GEO","Microarray","Homo sapiens","6"
"DSA06194","Asthma","Blood","GEO","Microarray","Homo sapiens","8"
"DSA06195","Asthma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06196","Asthma","Blood","GEO","Microarray","Homo sapiens","29"
"DSA06197","Asthma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06204","Schnitzler Syndrome","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","5"
"DSA06218","Type 1 Diabetes","Fibroblasts","GEO","Microarray","Homo sapiens","271"
"DSA06219","Type 1 Diabetes","Fibroblasts","GEO","Microarray","Homo sapiens","226"
"DSA06223","Asthma","Lung","GEO","Microarray","Mus musculus","829"
"DSA06229","Juvenile Idiopathic Arthritis","Neutrophils","GEO","Microarray","Homo sapiens","105"
"DSA06231","Multiple Myeloma","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1"
"DSA06232","Multiple Myeloma","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","143"
"DSA06245","Rheumatoid Arthritis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA06246","Rheumatoid Arthritis","CD14+ monocyte","GEO","Microarray","Homo sapiens","1000"
"DSA06268","Graves Disease","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06269","Graves Disease","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06270","Intravascular Large B-Cell Lymphoma","Null","GEO","Microarray","Homo sapiens","1000"
"DSA06278","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA06279","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA06291","Systemic Lupus Erythematosus","Whole Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06292","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","11"
"DSA06293","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06294","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06295","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1"
"DSA06296","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06297","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","2"
"DSA06298","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06303","Systemic Lupus Erythematosus","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06304","Systemic Lupus Erythematosus","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06305","Systemic Lupus Erythematosus","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06306","Chronic Spontaneous Urticaria","Skin","GEO","Microarray","Homo sapiens","11"
"DSA06307","Chronic Spontaneous Urticaria","Null","GEO","Microarray","Homo sapiens","1000"
"DSA06308","Chronic Spontaneous Urticaria","Blood","GEO","Microarray","Homo sapiens","162"
"DSA06311","Common Variable Immunodeficiency","Duodenum","GEO","Microarray","Homo sapiens","1000"
"DSA06312","Common Variable Immunodeficiency","Duodenum","GEO","Microarray","Homo sapiens","136"
"DSA06320","Guillain-Barre Syndrome","Blood","GEO","RNA-Seq","Homo sapiens","33"
"DSA06361","Henoch-Schoenlein Purpura","Whole Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06362","Henoch-Schoenlein Purpura","Whole Blood","GEO","Microarray","Homo sapiens","21"
"DSA06363","Juvenile Idiopathic Arthritis","Whole Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06364","Juvenile Idiopathic Arthritis","Whole Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06463","Graft Versus Host Disease","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06468","IgA Nephropathy","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA06469","Membranous Nephropathy","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA06470","Acquired Immunodeficiency Syndrome","Human naive CD4+ T (TN) cells","GEO","Microarray","Homo sapiens","381"
"DSA06471","Acquired Immunodeficiency Syndrome","Human central memory CD4+ T (TCM) cells","GEO","Microarray","Homo sapiens","229"
"DSA06476","Asthma","Sputum","GEO","Microarray","Homo sapiens","529"
"DSA06509","Asthma","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06510","Asthma","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06511","Allergic Rhinitis","Blood","GEO","RNA-Seq","Homo sapiens","162"
"DSA06512","Allergic Rhinitis","Blood","GEO","RNA-Seq","Homo sapiens","744"
"DSA06514","Schimke Immuno-Osseous Dysplasia","Kidney","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06530","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06531","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06532","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06533","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06534","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06535","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06536","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06537","Graft Versus Host Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06545","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06547","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06548","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06549","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06550","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06551","Ataxia Telangiectasia","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06552","Ataxia Telangiectasia","Neural progenitor","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06554","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","228"
"DSA06555","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA06563","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06564","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06565","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06566","Asthma","Sputum","GEO","Microarray","Homo sapiens","8"
"DSA06579","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06602","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06622","Allergy","Null","GEO","Microarray","Homo sapiens","47"
"DSA06623","Allergy","Null","GEO","Microarray","Homo sapiens","0"
"DSA06624","Allergy","Null","GEO","Microarray","Homo sapiens","1"
"DSA06625","Allergy","Null","GEO","Microarray","Homo sapiens","4"
"DSA06627","Acquired Immunodeficiency Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06645","Rheumatoid Arthritis","Synovium","GEO","Microarray","Homo sapiens","531"
"DSA06652","Pemphigoid","Conjunctiva","GEO","Microarray","Homo sapiens","0"
"DSA06653","Pemphigoid","Conjunctiva","GEO","Microarray","Homo sapiens","0"
"DSA06654","Pemphigoid","Conjunctiva","GEO","Microarray","Homo sapiens","0"
"DSA06655","Pemphigoid","Conjunctiva","GEO","Microarray","Homo sapiens","0"
"DSA06656","Pemphigoid","Conjunctiva","GEO","Microarray","Homo sapiens","0"
"DSA06657","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06668","Multiple Sclerosis","Null","GEO","RNA-Seq","Homo sapiens","164"
"DSA06680","T-Cell Acute Lymphoblastic Leukemia","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA06682","Eosinophilic Esophagitis","Esophagus","GEO","RNA-Seq","Homo sapiens","388"
"DSA06684","Eosinophilic Esophagitis","Esophagus","GEO","RNA-Seq","Homo sapiens","932"
"DSA06691","Multiple Sclerosis","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06692","Multiple Sclerosis","Blood","GEO","Microarray","Homo sapiens","730"
"DSA06693","Asthma","Upper airway","GEO","Microarray","Homo sapiens","585"
"DSA06694","Asthma","Lower airway","GEO","Microarray","Homo sapiens","1000"
"DSA06695","Asthma","Upper airway","GEO","Microarray","Homo sapiens","44"
"DSA06696","Asthma","Lower airway","GEO","Microarray","Homo sapiens","1000"
"DSA06697","Asthma","Upper airway","GEO","Microarray","Homo sapiens","0"
"DSA06698","Asthma","Lower airway","GEO","Microarray","Homo sapiens","233"
"DSA06699","Asthma","Nasal scrape","GEO","Microarray","Homo sapiens","0"
"DSA06700","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06701","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA06702","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA06730","Chronic Lymphocytic Leukemia","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA06763","T-Cell Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA06768","Immune Thrombocytopenia","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA06779","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","700"
"DSA06780","Seasonal Allergic Rhinitis","Nasal epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA06787","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA06812","Asthma","Bronchial epithelium","GEO","Microarray","Homo sapiens","0"
"DSA06813","Asthma","Nasal epithelium","GEO","Microarray","Homo sapiens","0"
"DSA06821","Type 1 Diabetes","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06822","Type 1 Diabetes","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06852","Seasonal Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06853","Seasonal Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06854","Chronic Granulomatous Disease","Blood","GEO","Microarray","Homo sapiens","63"
"DSA06856","Experimental Autoimmune Encephalomyelitis","Spinal cord","GEO","Microarray","Mus musculus","1000"
"DSA06862","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06863","Rheumatoid Arthritis","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06864","Rheumatoid Arthritis","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06878","Mantle Cell Lymphoma","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA06896","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA06897","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","926"
"DSA06904","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","29"
"DSA06905","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","11"
"DSA06914","Allergic Rhinitis","Nasal mucosa","GEO","Microarray","Homo sapiens","1"
"DSA06915","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","227"
"DSA06916","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","11"
"DSA06917","Allergic Rhinitis","Nasal mucosa","GEO","Microarray","Homo sapiens","28"
"DSA06918","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","1"
"DSA06919","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","22"
"DSA06932","Mantle Cell Lymphoma","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06937","Systemic Lupus Erythematosus","Monocytes","GEO","Microarray","Homo sapiens","146"
"DSA06938","Systemic Lupus Erythematosus","Monocytes","GEO","Microarray","Homo sapiens","38"
"DSA06944","Invasive Pneumococcal Disease; Recurrent Isolated","Peripheral blood","GEO","Microarray","Homo sapiens","24"
"DSA06945","Invasive Pneumococcal Disease; Recurrent Isolated","Peripheral blood","GEO","Microarray","Homo sapiens","402"
"DSA06946","Invasive Pneumococcal Disease; Recurrent Isolated","Peripheral blood","GEO","Microarray","Homo sapiens","139"
"DSA06947","Invasive Pneumococcal Disease; Recurrent Isolated","Peripheral blood","GEO","Microarray","Homo sapiens","308"
"DSA06963","Experimental Autoimmune Encephalomyelitis","Brain","GEO","Microarray","Mus musculus","391"
"DSA06964","Experimental Autoimmune Encephalomyelitis","Brain","GEO","Microarray","Mus musculus","342"
"DSA06989","Sjogren's Syndrome","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA07017","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07033","Chronic Lymphocytic Leukemia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07034","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA07035","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA07036","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","711"
"DSA07037","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","324"
"DSA07038","Antiphospholipid Syndrome","Monocytes","GEO","Microarray","Homo sapiens","2"
"DSA07040","Systemic Lupus Erythematosus","Monocytes","GEO","Microarray","Homo sapiens","0"
"DSA07050","Sjogren's Syndrome","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA07053","Common Variable Immunodeficiency","Blood","GEO","Microarray","Homo sapiens","9"
"DSA07054","Common Variable Immunodeficiency","Blood","GEO","Microarray","Homo sapiens","366"
"DSA07055","Common Variable Immunodeficiency","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07056","Common Variable Immunodeficiency","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07071","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","330"
"DSA07072","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07073","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","107"
"DSA07089","Allergic Asthma","Lymphocytes","GEO","RNA-Seq","Homo sapiens","0"
"DSA07110","Systemic Lupus Erythematosus","Primary monocytes","GEO","RNA-Seq","Homo sapiens","84"
"DSA07122","Pemphigus Foliaceus","Peripheral blood","GEO","Microarray","Homo sapiens","2"
"DSA07123","Pemphigus Vulgaris","Peripheral blood","GEO","Microarray","Homo sapiens","17"
"DSA07151","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","1000"
"DSA07152","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","99"
"DSA07153","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","1"
"DSA07154","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","71"
"DSA07155","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","1000"
"DSA07156","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","69"
"DSA07157","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","0"
"DSA07158","Lymphoma","Lymph node stromal cells","GEO","Microarray","Mus musculus","44"
"DSA07202","Aicardi Goutieres Syndrome","CD19+ B cells","GEO","RNA-Seq","Mus musculus","49"
"DSA07213","Multiple Sclerosis","T cells","GEO","Microarray","Homo sapiens","1"
"DSA07214","Multiple Sclerosis","T cells","GEO","Microarray","Homo sapiens","0"
"DSA07222","Experimental Autoimmune Encephalomyelitis","Microglia","GEO","RNA-Seq","Mus musculus","1000"
"DSA07235","Experimental Autoimmune Encephalomyelitis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA07248","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","617"
"DSA07249","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","48"
"DSA07250","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","5"
"DSA07251","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","1000"
"DSA07252","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","913"
"DSA07253","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","1000"
"DSA07254","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","917"
"DSA07255","B-Cell Acute Lymphoblastic Leukemia","Lymphocytes","GEO","Microarray","Homo sapiens","428"
"DSA07270","Juvenile Idiopathic Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","523"
"DSA07274","Systemic Juvenile Idiopathic Arthritis","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA07278","Systemic Lupus Erythematosus","Blood","GEO","RNA-Seq","Homo sapiens","503"
"DSA07279","Systemic Lupus Erythematosus","Blood","GEO","RNA-Seq","Homo sapiens","648"
"DSA07280","Systemic Lupus Erythematosus","Blood","GEO","RNA-Seq","Homo sapiens","417"
"DSA07283","Ataxia-Telangiectasia","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07286","Eosinophilic Esophagitis","Esophageal mucosal","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07289","Eosinophilic Esophagitis","Esophageal mucosal","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07290","Monoclonal Gammopathy of Undetermined Significance","Primary bone marrow mesenchymal stem cell (BMMSC)","GEO","Microarray","Homo sapiens","175"
"DSA07291","Multiple Myeloma","Primary bone marrow mesenchymal stem cell (BMMSC)","GEO","Microarray","Homo sapiens","1000"
"DSA07308","Schimke Immuno-Osseous Dysplasia","Renal proximal tubular cells","GEO","Microarray","Homo sapiens","44"
"DSA07313","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07314","Multiple Sclerosis","Blood","GEO","Microarray","Homo sapiens","9"
"DSA07315","Multiple Sclerosis","Blood","GEO","Microarray","Homo sapiens","21"
"DSA07324","Chronic Lymphocytic Leukemia","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA07325","Chronic Lymphocytic Leukemia","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA07328","Multiple Myeloma","Oral buccal mucosa","GEO","Microarray","Homo sapiens","0"
"DSA07329","Multiple Myeloma","Blood","GEO","Microarray","Homo sapiens","345"
"DSA07334","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07335","Lupus Nephritis","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07338","AIDS related complex","Liver","GEO","Microarray","Mus musculus","650"
"DSA07352","Primary Sjogren Syndrome","Plasmacytoid dendritic cells (pDCs)","GEO","Microarray","Homo sapiens","4"
"DSA07353","Primary Sjogren Syndrome","Plasmacytoid dendritic cells (pDCs)","GEO","Microarray","Homo sapiens","0"
"DSA07366","Diffuse Large B-Cell Lymphoma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07367","Multiple Sclerosis","Brain","GEO","Microarray","Homo sapiens","0"
"DSA07413","Primary Sjogren Syndrome","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA07424","Asthma","Bronchial Epithelial Cells","GEO","RNA-Seq","Homo sapiens","12"
"DSA07425","Asthma","Bronchial Epithelial Cells","GEO","RNA-Seq","Homo sapiens","13"
"DSA07431","Asthma","Airway Epithelial cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07434","Infectious Mononucleosis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA07435","Myasthenia Gravis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA07440","Asymptomatic Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","0"
"DSA07455","Systemic-Onset Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA07476","Lymphoma","Spleen","GEO","Microarray","Mus musculus","0"
"DSA07477","Lymphoma","Lymph node","GEO","Microarray","Mus musculus","1000"
"DSA07488","Chronic Lymphocytic Leukemia","CD4+ T cells","GEO","Microarray","Mus musculus","0"
"DSA07489","Chronic Lymphocytic Leukemia","CD8+ T cells","GEO","Microarray","Mus musculus","1"
"DSA07542","Asthma","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA07543","Asthma","Epidermis","GEO","Microarray","Homo sapiens","5"
"DSA07544","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA07545","Asthma","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA07546","Asthma","Epidermis","GEO","Microarray","Homo sapiens","0"
"DSA07547","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA07548","Asthma","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA07549","Asthma","Epidermis","GEO","Microarray","Homo sapiens","6"
"DSA07550","Asthma","Sputum","GEO","Microarray","Homo sapiens","4"
"DSA07551","Multiple Sclerosis","Blood","GEO","RNA-Seq","Homo sapiens","109"
"DSA07563","Lymphoma","Spleen","GEO","Microarray","Mus musculus","0"
"DSA07568","Rheumatoid Arthritis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07601","Juvenile Idiopathic Arthritis","Neutrophils","GEO","RNA-Seq","Homo sapiens","137"
"DSA07603","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
